instance,n_customers,coverage,coverage_pct,omega,placement_seed,solver_seed,base_tabu_tenure,max_iter,shake_tenure,shake_iter,shake_steps,opt_iter,phi,use_candidate_lists,use_extended_operators,best_cost,vehicles,iterations_done,moves_generated,moves_evaluated,moves_skipped_validity,moves_skipped_tabu,shakes,solver_time_sec,candidate_pairs,selected_arcs,applied_arcs,total_reduction,frvcp_calls,frvcp_total_time_sec,frvcp_avg_time_ms,error,experiment
tc1c20s4cf1.xml,20,0.2,20%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,14.197866914555624,3,100,120000,48753,71247,1835,4,21.61786794662476,190,76,72,385405.24611957,,,,,multiseed_replication
tc1c20s4cf1.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,13.91617477858761,3,100,120000,53892,66108,4351,4,23.738581895828247,190,114,110,580650.1768307594,,,,,multiseed_replication
tc1c20s4cf3.xml,20,0.1,10%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,14.066975664652803,3,100,120000,41571,78429,2107,4,16.84933304786682,190,38,38,239772.25239713336,,,,,multiseed_replication
tc1c20s4cf3.xml,20,0.2,20%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,11.783050586176593,3,100,120000,26549,93451,574,4,16.627000093460083,190,76,76,449862.8878270783,,,,,multiseed_replication
tc1c20s4cf3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,11.754780984884473,3,100,120000,34171,85829,1719,4,18.20786094665528,190,114,114,727394.8373767801,,,,,multiseed_replication
tc1c20s4cf4.xml,20,0.1,10%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,15.773014155160505,4,100,120000,55768,64232,2656,4,21.393660068511963,190,38,36,216631.2845281881,,,,,multiseed_replication
tc1c20s4cf4.xml,20,0.2,20%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,15.890263882299896,3,100,120000,43429,76571,3370,4,22.48646783828736,190,76,74,449229.5210495776,,,,,multiseed_replication
tc1c20s4cf4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,15.521670157037962,3,100,120000,44798,75202,3864,4,22.84988498687744,190,114,112,668059.050529124,,,,,multiseed_replication
tc1c20s4ct1.xml,20,0.1,10%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,14.346394694254792,3,100,120000,51137,68863,948,4,24.22550201416016,190,38,36,206397.9305921835,,,,,multiseed_replication
tc1c20s4ct1.xml,20,0.2,20%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,14.23785768642165,3,100,120000,46893,73107,2883,4,27.095863103866577,190,76,74,435155.4296019602,,,,,multiseed_replication
