size_customers,coverage,mean_pct,std_pct,ci95_pct,fleet_reduction_rate_pct
10,10%,8.802361442615863,11.510854874693557,2.256127555439937,31.0
10,20%,15.285448167787672,14.548239627784733,2.851454967045808,54.0
10,30%,17.444475528406645,15.3549318990064,3.009566652205254,62.0
20,10%,11.117402070091021,10.097169772488137,1.9790452754076746,24.0
20,20%,14.384414033459002,11.09702117520995,2.17501615034115,32.0
20,30%,16.35893025690342,11.347570980304294,2.2241239121396417,40.0
40,10%,9.313768073370749,7.067457872054001,1.385221742922584,38.0
40,20%,11.665499915868198,7.908673874712599,1.5501000794436695,47.0
40,30%,13.3317436434939,8.159230038155338,1.5992090874784461,56.00000000000001
