instance,n_customers,coverage,coverage_pct,omega,placement_seed,solver_seed,base_tabu_tenure,max_iter,shake_tenure,shake_iter,shake_steps,opt_iter,phi,use_candidate_lists,use_extended_operators,best_cost,vehicles,iterations_done,moves_generated,moves_evaluated,moves_skipped_validity,moves_skipped_tabu,shakes,solver_time_sec,candidate_pairs,selected_arcs,applied_arcs,total_reduction,frvcp_calls,frvcp_total_time_sec,frvcp_avg_time_ms,error,experiment,ablation
tc1c20s4cf3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,11.754780984884473,3,100,120000,34171,85829,1719,4,19.90702509880066,190,114,114,727394.8373767801,20163,6.406166794302408,0.31771893043209876,,ablation_frvcp,baseline
tc1c20s4cf3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,13.84498810127903,3,100,120000,41047,78953,1651,0,17.25388503074646,190,114,114,727394.8373767801,15571,4.968385729880538,0.3190794252058659,,ablation_frvcp,no_shaking
tc1c20s4cf3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,14.233556610430893,3,100,56820,17842,38978,196,4,7.4232940673828125,190,114,114,727394.8373767801,7373,2.233513737039175,0.302931471183938,,ablation_frvcp,no_extended_operators
tc1c20s4cf4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,15.521670157037962,3,100,120000,44798,75202,3864,4,25.68160605430603,190,114,112,668059.050529124,26785,8.00452725798823,0.29884365346231956,,ablation_frvcp,baseline
tc1c20s4cf4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,15.521670157037962,3,100,120000,44543,75457,3587,0,22.943052053451538,190,114,112,668059.050529124,22957,6.9131805007345974,0.3011360587504725,,ablation_frvcp,no_shaking
tc1c20s4cf4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,16.1589030400456,3,100,58824,12544,46280,282,4,10.674918174743652,190,114,112,668059.050529124,11184,3.222384796361439,0.28812453472473526,,ablation_frvcp,no_extended_operators
tc1c20s4ct1.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,14.109633320912266,3,100,120000,48851,71149,2019,4,29.215843200683594,190,114,112,636696.5867459964,28464,12.022422200127039,0.42237289910508147,,ablation_frvcp,baseline
tc1c20s4ct1.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,14.109633320912266,3,100,120000,48831,71169,2333,0,26.51295304298401,190,114,112,636696.5867459964,24823,10.514736103184987,0.42358845035591935,,ablation_frvcp,no_shaking
tc1c20s4ct1.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,14.481045487576448,3,100,57728,22454,35274,291,4,12.508145809173584,190,114,112,636696.5867459964,12719,5.3347175172530115,0.4194290052089796,,ablation_frvcp,no_extended_operators
tc1c20s4ct3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,12.590095679958134,3,100,120000,40867,79133,1989,4,21.08391237258911,190,114,110,623051.089281016,20578,6.903490997443441,0.3354792009643037,,ablation_frvcp,baseline
tc1c20s4ct3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,13.885081963157177,3,100,120000,42359,77641,2121,0,18.48223376274109,190,114,110,623051.089281016,16815,5.607555568218231,0.33348531479145,,ablation_frvcp,no_shaking
tc1c20s4ct3.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,12.865032832408177,3,100,52872,10539,42333,119,4,7.973521947860718,190,114,110,623051.089281016,8049,2.5428960056742653,0.31592694815185307,,ablation_frvcp,no_extended_operators
tc1c20s4ct4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,16.22180222573391,4,100,120000,60490,59510,3279,4,28.582980155944824,190,114,114,706647.3246263335,28427,10.08943329565227,0.3549243077233711,,ablation_frvcp,baseline
tc1c20s4ct4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,16.22180222573391,4,100,120000,60434,59566,3525,0,25.444982767105103,190,114,114,706647.3246263335,24081,8.32433731353376,0.3456807156485927,,ablation_frvcp,no_shaking
tc1c20s4ct4.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,16.739248704466647,4,100,65180,35556,29624,347,4,11.135215997695923,190,114,114,706647.3246263335,11177,3.7674847338348627,0.3370747726433625,,ablation_frvcp,no_extended_operators
tc2c20s3cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,23.582118084276313,4,100,120000,46225,73775,1191,4,17.269368886947632,190,114,112,655249.5845413543,14547,4.360783420619555,0.29977200939159654,,ablation_frvcp,baseline
tc2c20s3cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,23.582118084276313,4,100,120000,46415,73585,1103,0,16.070163011550903,190,114,112,655249.5845413543,12926,3.8347687087371014,0.2966709506991414,,ablation_frvcp,no_shaking
tc2c20s3cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,23.793540953427794,4,100,67524,29010,38514,221,4,9.149442195892334,190,114,112,655249.5845413543,8681,2.5627650901442394,0.2952154233549406,,ablation_frvcp,no_extended_operators
tc2c20s3ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,22.652494552762064,4,100,120000,29718,90282,1005,4,20.43453097343445,190,114,104,680055.1537173339,17991,6.7376002701348625,0.37449837530625657,,ablation_frvcp,baseline
tc2c20s3ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,22.652494552762064,4,100,120000,29395,90605,841,0,19.240088939666748,190,114,104,680055.1537173339,16447,6.100976537738461,0.3709476827225914,,ablation_frvcp,no_shaking
tc2c20s3ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,23.862492069421386,4,100,66824,25466,41358,245,4,10.92145323753357,190,114,104,680055.1537173339,10416,3.8144323930027895,0.36620894710088225,,ablation_frvcp,no_extended_operators
tc2c20s4cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,23.504831689718714,4,100,120000,47263,72737,1069,4,18.645859003067017,190,114,108,646114.6165392924,14364,5.512850378174335,0.3837963226242227,,ablation_frvcp,baseline
tc2c20s4cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,23.504831689718714,4,100,120000,47156,72844,1212,0,17.43648910522461,190,114,108,646114.6165392924,12970,4.906728214700706,0.37831366343104905,,ablation_frvcp,no_shaking
tc2c20s4cf0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,24.12106867376339,4,100,67136,29377,37759,397,4,11.223599910736084,190,114,108,646114.6165392924,10338,3.8414810994872823,0.3715884213085009,,ablation_frvcp,no_extended_operators
tc2c20s4ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,19.486423964499913,3,100,120000,17990,102010,589,4,21.04743719100952,190,114,112,674844.6955295673,17807,7.473300365032628,0.41968329112330144,,ablation_frvcp,baseline
tc2c20s4ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,False,True,19.486423964499913,3,100,120000,17943,102057,643,0,19.625422954559326,190,114,112,674844.6955295673,16065,6.74883040424902,0.42009526325857577,,ablation_frvcp,no_shaking
tc2c20s4ct0.xml,20,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,21.459120003280773,4,100,63932,16332,47600,355,4,11.324687242507935,190,114,112,674844.6955295673,10502,4.097091723582707,0.3901249022645884,,ablation_frvcp,no_extended_operators
tc0c40s5cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.127420971755043,6,100,120000,45926,74074,1206,2,92.21927976608276,780,468,464,3466577.7181997425,55222,21.35992925381288,0.38680108025447973,,ablation_frvcp,baseline
tc0c40s5cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.735087837072683,6,100,120000,47273,72727,1194,0,79.8053560256958,780,468,464,3466577.7181997425,46236,17.687537796795368,0.3825490482912745,,ablation_frvcp,no_shaking
tc0c40s5cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.23712758305188,6,100,120000,31838,88162,1054,2,101.59737396240234,780,468,464,3466577.7181997425,57152,22.016715515987016,0.3852308845882387,,ablation_frvcp,no_candidate_filtering
tc0c40s5cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.948367080413806,6,100,120000,36036,83964,590,3,57.24478888511658,780,468,464,3466577.7181997425,33166,12.319790704001207,0.3714584425013932,,ablation_frvcp,no_extended_operators
tc0c40s5cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.894653215198158,6,100,120000,32684,87316,483,3,62.41867113113403,780,468,464,3466577.7181997425,37175,13.859971779515035,0.37283044464061965,,ablation_frvcp,no_filter_no_extended
tc0c40s5cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.454376101983478,5,100,120000,25604,94396,1254,2,81.73571014404297,780,468,466,3295922.11780746,49526,19.08195482182782,0.3852916613865005,,ablation_frvcp,baseline
tc0c40s5cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.454376101983478,5,100,120000,25448,94552,1255,0,82.2076940536499,780,468,466,3295922.11780746,49513,19.070328653557226,0.385158012109087,,ablation_frvcp,no_shaking
tc0c40s5cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.54299291918735,5,100,120000,19496,100504,808,2,91.52774810791016,780,468,466,3295922.11780746,52758,20.311202811135445,0.38498811196662963,,ablation_frvcp,no_candidate_filtering
tc0c40s5cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.959354113538353,6,100,120000,26646,93354,469,3,59.761712074279785,780,468,466,3295922.11780746,37763,13.632422062626574,0.3609994455585248,,ablation_frvcp,no_extended_operators
tc0c40s5cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.24197404443887,6,100,120000,31135,88865,670,3,74.31896209716797,780,468,466,3295922.11780746,47242,17.623602790408768,0.3730494642565676,,ablation_frvcp,no_filter_no_extended
tc0c40s5ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,24.74777366487941,6,100,120000,53300,66700,1803,3,92.4111270904541,780,468,468,3746136.6877817605,53320,23.089122337289155,0.43302930114945903,,ablation_frvcp,baseline
tc0c40s5ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,24.74777366487941,6,100,120000,53060,66940,1714,0,88.15633797645569,780,468,468,3746136.6877817605,50063,21.968717933050357,0.4388214436420182,,ablation_frvcp,no_shaking
tc0c40s5ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,24.514932839625594,6,100,120000,35280,84720,1084,3,112.81543397903442,780,468,468,3746136.6877817605,63040,27.73314389580628,0.439929313067993,,ablation_frvcp,no_candidate_filtering
tc0c40s5ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,24.980232513600015,6,100,120000,45276,74724,694,3,54.85603308677673,780,468,468,3746136.6877817605,30066,12.405926313891541,0.4126231062958671,,ablation_frvcp,no_extended_operators
tc0c40s5ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,25.799197640254878,6,100,120000,34297,85703,259,3,60.24600338935852,780,468,468,3746136.6877817605,32290,13.759221196989529,0.42611400424247536,,ablation_frvcp,no_filter_no_extended
tc0c40s5ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.201342093561635,5,100,120000,25288,94712,1064,3,92.72537302970886,780,468,466,3209267.2765842304,53024,22.379910443909466,0.4220713345637723,,ablation_frvcp,baseline
tc0c40s5ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.201342093561635,5,100,120000,26934,93066,1110,0,84.04808688163757,780,468,466,3209267.2765842304,47668,20.209075255319476,0.4239547548736989,,ablation_frvcp,no_shaking
tc0c40s5ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.303313044684916,5,100,120000,19257,100743,1128,1,101.4105122089386,780,468,466,3209267.2765842304,55735,23.75351852714084,0.4261867502851142,,ablation_frvcp,no_candidate_filtering
tc0c40s5ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.505381747962836,6,100,120000,24081,95919,526,3,69.33375287055969,780,468,466,3209267.2765842304,40901,16.836960365064442,0.4116515577874488,,ablation_frvcp,no_extended_operators
tc0c40s5ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.408149158115663,6,100,120000,23280,96720,550,3,66.55604410171509,780,468,466,3209267.2765842304,38196,15.376937567489222,0.40257978760836793,,ablation_frvcp,no_filter_no_extended
tc0c40s8cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.55905968546263,6,100,120000,51731,68269,1500,3,2000.6856722831726,780,468,466,3543029.8164769076,50020,30.289064969634637,0.6055390837591891,,ablation_frvcp,baseline
tc0c40s8cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.633643045189217,6,100,120000,52257,67743,1284,0,1113.1679408550262,780,468,466,3543029.8164769076,44537,25.85737701243488,0.5805819209294493,,ablation_frvcp,no_shaking
tc0c40s8cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.468154853420373,6,100,120000,33756,86244,942,3,2000.980062007904,780,468,466,3543029.8164769076,52697,32.51105414371705,0.6169431683723371,,ablation_frvcp,no_candidate_filtering
tc0c40s8cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,27.17545241150404,6,100,120000,30489,89511,395,3,1029.912612915039,780,468,466,3543029.8164769076,32207,18.53866185975494,0.575609707819882,,ablation_frvcp,no_extended_operators
tc0c40s8cf0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.966258367289345,6,100,120000,26046,93954,289,4,344.33404898643494,780,468,466,3543029.8164769076,32041,18.5830107225338,0.5799759908409163,,ablation_frvcp,no_filter_no_extended
tc0c40s8cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.886949175394477,5,100,120000,24097,95903,1144,1,1939.9801421165466,780,468,468,3194836.3522031,47525,27.22109527012799,0.5727742297764964,,ablation_frvcp,baseline
tc0c40s8cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,26.022142309625792,5,100,120000,24239,95761,967,0,81.91712617874146,780,468,468,3194836.3522031,45314,25.319297004956752,0.5587521958987675,,ablation_frvcp,no_shaking
tc0c40s8cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.810418007427817,5,100,120000,18744,101256,976,2,1627.281534910202,780,468,468,3194836.3522031,56128,32.96410027687671,0.587302242675255,,ablation_frvcp,no_candidate_filtering
tc0c40s8cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.769630534930087,6,100,120000,27992,92008,1034,3,986.1607871055603,780,468,468,3194836.3522031,36306,19.560640484676696,0.5387715662611331,,ablation_frvcp,no_extended_operators
tc0c40s8cf4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,27.17489521028279,5,100,120000,13659,106341,507,2,978.1206982135773,780,468,468,3194836.3522031,38580,21.175830877036788,0.5488810491715082,,ablation_frvcp,no_filter_no_extended
tc0c40s8ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,22.887767507051166,5,100,120000,29828,90172,1355,3,1038.411836862564,780,468,466,3444145.603789647,46941,28.912459696352016,0.6159319080622913,,ablation_frvcp,baseline
tc0c40s8ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,22.887767507051166,5,100,120000,30125,89875,1080,0,684.2126920223236,780,468,466,3444145.603789647,43974,26.08192410360789,0.5931214832311795,,ablation_frvcp,no_shaking
tc0c40s8ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,23.43561988440806,5,100,120000,18241,101759,816,1,2101.4116661548615,780,468,466,3444145.603789647,56754,35.64824323519133,0.6281186037141229,,ablation_frvcp,no_candidate_filtering
tc0c40s8ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,25.001161047465217,5,100,120000,15087,104913,389,3,56.25683617591858,780,468,466,3444145.603789647,30483,17.491295307467226,0.5738049177399609,,ablation_frvcp,no_extended_operators
tc0c40s8ct0.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.12603394269466,6,100,120000,31999,88001,425,3,1094.757199048996,780,468,466,3444145.603789647,27944,15.875103302882053,0.5681041834698702,,ablation_frvcp,no_filter_no_extended
tc0c40s8ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.68331849633742,5,100,120000,26049,93951,1488,3,444.7765667438507,780,468,468,3441644.7827803222,53193,31.800648717442527,0.5978352173677464,,ablation_frvcp,baseline
tc0c40s8ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.68331849633742,5,100,120000,25475,94525,1210,0,1070.8918058872223,780,468,468,3441644.7827803222,48365,28.64921120350482,0.5923542066267925,,ablation_frvcp,no_shaking
tc0c40s8ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,25.07218165311011,5,100,120000,23883,96117,1096,2,1072.5427691936493,780,468,468,3441644.7827803222,56640,35.25366129889153,0.622416336491729,,ablation_frvcp,no_candidate_filtering
tc0c40s8ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.164252815074622,5,100,120000,16224,103776,434,2,1054.989331960678,780,468,468,3441644.7827803222,38350,21.917716896277852,0.5715180416239336,,ablation_frvcp,no_extended_operators
tc0c40s8ct4.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.92260054564348,5,100,120000,12343,107657,258,3,431.80025482177734,780,468,468,3441644.7827803222,38232,22.113265526888426,0.5783967756562154,,ablation_frvcp,no_filter_no_extended
tc1c40s5cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,41.144971135240255,7,100,120000,34084,85916,803,3,68.0223228931427,780,468,460,3313758.5072277375,43718,14.081488538940903,0.32209818699256376,,ablation_frvcp,baseline
tc1c40s5cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,41.144971135240255,7,100,120000,34101,85899,901,0,1085.1138150691986,780,468,460,3313758.5072277375,44728,14.470099515689071,0.32351322472923155,,ablation_frvcp,no_shaking
tc1c40s5cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,42.39529531643923,7,100,120000,20994,99006,463,1,75.06173181533813,780,468,460,3313758.5072277375,43208,13.57632370304782,0.31420856561395616,,ablation_frvcp,no_candidate_filtering
tc1c40s5cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,43.833806362513286,8,100,120000,42720,77280,606,2,1093.6468789577484,780,468,460,3313758.5072277375,43653,13.817988988477737,0.3165415661805085,,ablation_frvcp,no_extended_operators
tc1c40s5cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,44.69712762691121,8,100,120000,35349,84651,463,3,1032.4487600326538,780,468,460,3313758.5072277375,37772,12.067957865365315,0.3194948074066853,,ablation_frvcp,no_filter_no_extended
tc1c40s5ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,41.226847522971035,7,100,120000,30948,89052,815,1,71.200355052948,780,468,456,3459512.4484327063,44275,16.653692467720248,0.376142122365223,,ablation_frvcp,baseline
tc1c40s5ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,41.226847522971035,7,100,120000,30787,89213,785,0,72.0535180568695,780,468,456,3459512.4484327063,44143,16.728695212688763,0.3789659790383246,,ablation_frvcp,no_shaking
tc1c40s5ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,42.33377203276897,7,100,120000,25764,94236,524,2,189.43206810951233,780,468,456,3459512.4484327063,45237,17.18707682902459,0.37993405462397134,,ablation_frvcp,no_candidate_filtering
tc1c40s5ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,43.24895924246239,7,100,120000,29806,90194,239,3,1012.2270991802216,780,468,456,3459512.4484327063,37076,13.85539510124363,0.37370253266921,,ablation_frvcp,no_extended_operators
tc1c40s5ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,42.6321807078577,7,100,120000,26048,93952,374,3,1043.5831816196442,780,468,456,3459512.4484327063,39587,14.124007966776844,0.3567839939065058,,ablation_frvcp,no_filter_no_extended
tc1c40s8cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,38.32875142742146,7,100,120000,26109,93891,978,2,77.66460108757019,780,468,456,3505123.281852617,40264,21.592220444523264,0.536266154493425,,ablation_frvcp,baseline
tc1c40s8cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,38.32645306900863,7,100,120000,26127,93873,930,0,996.9983859062195,780,468,456,3505123.281852617,40123,21.921858876768965,0.5463663952538187,,ablation_frvcp,no_shaking
tc1c40s8cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,36.78472955122585,7,100,120000,26310,93690,884,2,508.7561140060425,780,468,456,3505123.281852617,46456,26.170301031379495,0.5633352210990936,,ablation_frvcp,no_candidate_filtering
tc1c40s8cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,37.52368280993751,7,100,120000,26988,93012,701,3,56.056293964385986,780,468,456,3505123.281852617,29567,15.59050815156661,0.5272942182692397,,ablation_frvcp,no_extended_operators
tc1c40s8cf1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,38.41805510191468,7,100,120000,32883,87117,779,3,975.3033709526062,780,468,456,3505123.281852617,33351,17.811110077425838,0.5340502556872608,,ablation_frvcp,no_filter_no_extended
tc1c40s8ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,36.05781009082053,6,100,120000,23531,96469,849,2,89.64692401885986,780,468,458,3470760.8267158493,46429,27.298477359930985,0.5879617773359536,,ablation_frvcp,baseline
tc1c40s8ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,36.05781009082053,6,100,120000,23563,96437,765,0,83.66849994659424,780,468,458,3470760.8267158493,42624,25.23837651842041,0.5921165662166951,,ablation_frvcp,no_shaking
tc1c40s8ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,36.32177847638231,6,100,120000,23783,96217,878,1,88.2338809967041,780,468,458,3470760.8267158493,41401,24.50209797959542,0.5918238201878075,,ablation_frvcp,no_candidate_filtering
tc1c40s8ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,36.92725816475521,7,100,120000,31068,88932,482,3,68.52071595191956,780,468,458,3470760.8267158493,36931,21.952492989308666,0.5944191326882203,,ablation_frvcp,no_extended_operators
tc1c40s8ct1.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,37.03172969838421,7,100,120000,30225,89775,538,3,67.45396304130554,780,468,458,3470760.8267158493,35214,20.8582843967597,0.5923293121133555,,ablation_frvcp,no_filter_no_extended
tc2c40s5cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,25.788157759429478,6,100,120000,43294,76706,1356,2,73.74335885047913,780,468,450,3425901.7380065345,45187,18.67290439311182,0.41323620495080043,,ablation_frvcp,baseline
tc2c40s5cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,25.788157759429478,6,100,120000,43164,76836,1249,0,68.71966695785522,780,468,450,3425901.7380065345,42298,17.421552646323107,0.41187651062279795,,ablation_frvcp,no_shaking
tc2c40s5cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,24.88349979061359,5,100,120000,19529,100471,687,1,81.9458532333374,780,468,450,3425901.7380065345,49768,20.552637252258137,0.41296892083785036,,ablation_frvcp,no_candidate_filtering
tc2c40s5cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,26.55772969136573,6,100,120000,42548,77452,401,4,46.413389682769775,780,468,450,3425901.7380065345,28782,11.15307009004755,0.38750156660577967,,ablation_frvcp,no_extended_operators
tc2c40s5cf2.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,26.380774001550726,6,100,120000,35189,84811,252,4,47.7793710231781,780,468,450,3425901.7380065345,28830,11.453106809291057,0.3972635036174491,,ablation_frvcp,no_filter_no_extended
tc2c40s5cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,True,18.60966881922711,5,100,120000,44750,75250,1520,3,100.09767293930054,780,468,448,3567389.3138722396,66215,27.7970551327453,0.41979997180012535,,ablation_frvcp,baseline
tc2c40s5cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,1000000000,20,1,0,0.9,True,True,18.64125433190393,5,100,120000,45121,74879,1201,0,83.11381602287292,780,468,448,3567389.3138722396,52937,21.31083563255379,0.4025697646741181,,ablation_frvcp,no_shaking
tc2c40s5cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,True,18.96476330441842,5,100,120000,30508,89492,1306,2,101.32875275611877,780,468,448,3567389.3138722396,63389,26.338413124380168,0.41550447434697135,,ablation_frvcp,no_candidate_filtering
tc2c40s5cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,True,False,20.393970654816833,5,100,120000,28426,91574,226,4,45.64987897872925,780,468,448,3567389.3138722396,30066,10.781171916867606,0.3585835134992219,,ablation_frvcp,no_extended_operators
tc2c40s5cf3.xml,40,0.3,30%,0.9,20240528,20240528,5,100,20,20,1,0,0.9,False,False,20.393970654816837,5,100,120000,23714,96286,363,4,48.291266202926636,780,468,448,3567389.3138722396,29180,11.172125693119597,0.3828692835202055,,ablation_frvcp,no_filter_no_extended
