omega,mean_pct,std_pct,ci95_pct,min_pct,max_pct,non_deteriorating
0.3,3.754335200833915,6.5847506717493385,0.9619647409720363,-3.816274921680782,31.896078161391895,177/180
0.5,7.062969027329903,8.426400474651638,1.231010945441227,-1.3684252197642883,36.89347570881918,179/180
0.7,9.86847227889627,9.16284318828243,1.3385976954298004,0.0,39.959456295567634,180/180
0.9,13.168605323171667,11.129322436497965,1.625880205419505,0.0,45.875525309028035,180/180
